SK_ID_CURR,TARGET
100001,0.02962364644738257
100005,0.10928042032551245
100013,0.024686530560491693
100028,0.07314710443215305
100038,0.15857960509991634
100042,0.030367045132421385
100057,0.010461738144336947
100065,0.04764421465562037
100066,0.01005335561825408
100067,0.09342346450338589
100074,0.04368450890683126
100090,0.02472059441017388
100091,0.29269858278095323
100092,0.044509359910352694
100106,0.080587534629296
100107,0.1802076411596082
100109,0.043564923830550994
100117,0.01981926039436072
100128,0.0765154587260346
100141,0.032354271028891414
100150,0.02259661261073879
100168,0.006122707388649973
100169,0.037349711542857045
100170,0.16103379451132568
100171,0.0675929134874287
100172,0.06918750305269118
100184,0.23000609254236876
100187,0.09045956258526829
100212,0.03445005796472702
100222,0.06496817997338047
100223,0.03411207383785535
100232,0.011272729066652895
100241,0.23521883613880926
100245,0.01215043049002366
100253,0.015980918547002433
100256,0.0488166896678069
100271,0.010193739707702952
100278,0.34232212688337044
100280,0.008512506090774976
100306,0.16651641330666528
100311,0.06975845535135981
100312,0.01973821394539214
100330,0.08603215226311314
100331,0.02122694675348259
100352,0.08200277282965959
100358,0.18616335635426196
100367,0.015389350151382394
100382,0.13387029843062395
100384,0.11296038703450126
100385,0.07600541823529203
100386,0.040178415436230366
100399,0.030935427249976402
100404,0.0390781989810467
100416,0.017364835177719255
100422,0.07350158716822905
100426,0.040172249932936416
100438,0.023965909980821352
100444,0.11235286254485584
100445,0.23515768548774119
100446,0.08769580976479018
100447,0.022575819351133335
100450,0.11644199063514245
100466,0.010371830924168563
100483,0.011325451346169404
100484,0.027450133507568447
100494,0.03796795289021248
100510,0.15917132918391114
100512,0.010329402271763969
100517,0.0586377341095549
100548,0.039613837531065905
100551,0.07554198829557042
100552,0.06318419007757213
100553,0.02252663192887814
100561,0.1442956064461566
100568,0.3123205852260946
100569,0.021905869605552644
100591,0.08829989850627003
100592,0.030936630666042193
100602,0.04014294501262766
100607,0.059584526202667576
100613,0.06926133380546651
100617,0.0423165254918045
100618,0.06548781791945786
100622,0.07022929932365288
100625,0.08140277577648126
100677,0.1309019923777713
100699,0.02297378738630107
100702,0.3528830678847718
100711,0.0513155804404828
100729,0.1871449811252971
100740,0.21440903572143027
100744,0.18235496679365978
100745,0.06177309577285841
100747,0.1283517744473027
100751,0.3436187809797505
100752,0.037495103265557446
100753,0.18794323344108907
100754,0.2744260705605022
100760,0.02968168591957166
100762,0.10134842846289865
100763,0.05862538225692598
100765,0.03166488027911867
100770,0.07760458590712858
100772,0.019765909284458948
100777,0.01836147221857842
100791,0.01766675302965827
100792,0.007201790930203418
100797,0.025189669246884816
100823,0.04561848095577799
100826,0.032322113022000325
100830,0.055452978277435165
100836,0.1896118439813999
100872,0.07892810763990536
100910,0.049237414550907674
100913,0.08973566005051153
100918,0.03163536320529786
100931,0.0060531915105282936
100952,0.021828024723081433
100953,0.023637858404817292
100965,0.1868858446773133
100970,0.027575387777176698
100982,0.22462836214883908
100983,0.28979558418891066
100984,0.027749928292548284
100987,0.05677137944598707
100997,0.06409354981945946
100998,0.268698719818498
101002,0.03390541209441601
101005,0.17637977678579567
101008,0.36112484766448166
101020,0.058509644257064945
101021,0.041665185264245404
101024,0.035462673477119136
101025,0.19851171313000004
101026,0.04870358536824114
101031,0.013118967146247464
101041,0.015075357062036561
101051,0.006088046312188612
101055,0.07221999618092967
101056,0.2276407232713295
101057,0.039846136899547274
101064,0.023271622584657824
101079,0.08989073221328926
101087,0.018337235716955592
101090,0.030625819020618738
101092,0.09261338338939847
101097,0.11629604589604937
101099,0.015203964272104962
101107,0.11538048982984891
101118,0.041479498155633086
101125,0.07620606455959741
101126,0.014638256784670942
101128,0.006192081746819257
101136,0.10546359782932928
101140,0.2453205679191583
101149,0.08997380472240438
101160,0.15995104259708093
101169,0.21144704436584347
101181,0.0314323304578134
101186,0.011096123717582574
101190,0.038530811033792585
101193,0.09039116951243006
101194,0.11497763211771923
101198,0.16457879910185233
101200,0.019363872995909175
101204,0.024332020854973026
101211,0.12065350492855018
101213,0.04387003030035155
101223,0.043336640946375245
101225,0.12769561716673078
101237,0.11012033498978978
101243,0.07370741830341132
101244,0.11369331448544683
